stop_id,stop_name,transfers,borough
S03,Park Pl,S,Bk
S04,Botanic Garden,S,Bk
D26,Prospect Park,S,Bk
A02,Inwood-207 St,A,M
A03,Dyckman St,A,M
A05,190 St,A,M
A06,181 St,A,M
A07,175 St,A,M
A09,168 St,A C,M
A10,163 St-Amsterdam Av,C,M
A11,155 St,C,M
A12,145 St,A C,M
D12,155 St,B D,M
D13,145 St,B D,M
A14,135 St,B C,M
A15,125 St,A B C D,M
A16,116 St,B C,M
A17,Cathedral Pkwy (110 St),B C,M
A18,103 St,B C,M
A19,96 St,B C,M
A20,86 St,B C,M
A21,81 St-Museum of Natural History,B C,M
A22,72 St,B C,M
A24,59 St-Columbus Circle,A B C D,M
F11,Lexington Av/53 St,E M,M
F12,5 Av/53 St,E M,M
D14,7 Av,E,M
A25,50 St,C E,M
A27,42 St-Port Authority Bus Terminal,A C E,M
A28,34 St-Penn Station,A C E,M
A30,23 St,C E,M
A31,14 St,A C E,M
A32,W 4 St-Wash Sq,A C E,M
A33,Spring St,C E,M
A34,Canal St,A C E,M
A36,Chambers St,A C,M
E01,World Trade Center,E,M
A38,Fulton St,A C,M
A40,High St,A C,Bk
A41,Jay St-MetroTech,A C,Bk
A42,Hoyt-Schermerhorn Sts,A C,Bk
A43,Lafayette Av,C,Bk
A44,Clinton-Washington Avs,C,Bk
A45,Franklin Av,C,Bk
A46,Nostrand Av,A C,Bk
A47,Kingston-Throop Avs,C,Bk
A48,Utica Av,A C,Bk
A49,Ralph Av,C,Bk
A50,Rockaway Av,C,Bk
A51,Broadway Junction,A C,Bk
A52,Liberty Av,C,Bk
A53,Van Siclen Av,C,Bk
A54,Shepherd Av,C,Bk
A55,Euclid Av,A C,Bk
A57,Grant Av,A,Bk
A59,80 St,A,Q
A60,88 St,A,Q
A61,Rockaway Blvd,A,Q
A63,104 St,A,Q
A64,111 St,A,Q
A65,Ozone Park-Lefferts Blvd,A,Q
H01,Aqueduct Racetrack,A,Q
H02,Aqueduct-N Conduit Av,A,Q
H03,Howard Beach-JFK Airport,A,Q
H04,Broad Channel,A S,Q
H06,Beach 67 St,A,Q
H07,Beach 60 St,A,Q
H08,Beach 44 St,A,Q
H09,Beach 36 St,A,Q
H10,Beach 25 St,A,Q
H11,Far Rockaway-Mott Av,A,Q
H12,Beach 90 St,A S,Q
H13,Beach 98 St,A S,Q
H14,Beach 105 St,A S,Q
H15,Rockaway Park-Beach 116 St,A S,Q
D01,Norwood-205 St,D,Bx
D03,Bedford Park Blvd,B D,Bx
D04,Kingsbridge Rd,B D,Bx
D05,Fordham Rd,B D,Bx
D06,182-183 Sts,B D,Bx
D07,Tremont Av,B D,Bx
D08,174-175 Sts,B D,Bx
D09,170 St,B D,Bx
D10,167 St,B D,Bx
D11,161 St-Yankee Stadium,B D,Bx
B06,Roosevelt Island,F,M
B08,Lexington Av/63 St,F,M
B10,57 St,F,M
D14,7 Av,B D,M
D15,47-50 Sts-Rockefeller Ctr,B D F M,M
D16,42 St-Bryant Pk,B D F M,M
D17,34 St-Herald Sq,B D F M,M
D18,23 St,F M,M
D19,14 St,F M,M
D20,W 4 St-Wash Sq,B D F M,M
D21,Broadway-Lafayette St,B D F M,M
M18,Delancey St-Essex St,M,M
D22,Grand St,B D,M
F14,2 Av,F,M
F15,Delancey St-Essex St,F,M
F16,East Broadway,F,M
F18,York St,F,Bk
A41,Jay St-MetroTech,F,Bk
F20,Bergen St,F,Bk
F21,Carroll St,F,Bk
F22,Smith-9 Sts,F,Bk
F23,4 Av-9 St,F,Bk
F24,7 Av,F,Bk
F25,15 St-Prospect Park,F,Bk
F26,Fort Hamilton Pkwy,F,Bk
F27,Church Av,F,Bk
F29,Ditmas Av,F,Bk
F30,18 Av,F,Bk
F31,Avenue I,F,Bk
F32,Bay Pkwy,F,Bk
F33,Avenue N,F,Bk
F34,Avenue P,F,Bk
F35,Kings Hwy,F,Bk
F36,Avenue U,F,Bk
F38,Avenue X,F,Bk
F39,Neptune Av,F,Bk
D42,W 8 St-NY Aquarium,F,Bk
D43,Coney Island-Stillwell Av,F D,Bk
F01,Jamaica-179 St,F,Q
F02,169 St,F,Q
F03,Parsons Blvd,F,Q
F04,Sutphin Blvd,F,Q
G05,Jamaica Center-Parsons/Archer,E,Q
G06,Sutphin Blvd-Archer Av-JFK Airport,E,Q
G07,Jamaica-Van Wyck,E,Q
F05,Briarwood,E F,Q
F06,Kew Gardens-Union Tpke,E F,Q
F07,75 Av,E F,Q
G08,Forest Hills-71 Av,E F M R,Q
G09,67 Av,M R,Q
G10,63 Dr-Rego Park,M R,Q
G11,Woodhaven Blvd,M R,Q
G12,Grand Av-Newtown,M R,Q
G13,Elmhurst Av,M R,Q
G14,Jackson Hts-Roosevelt Av,E F M R,Q
B04,21 St-Queensbridge,F,Q
G15,65 St,M R,Q
G16,Northern Blvd,M R,Q
G18,46 St,M R,Q
G19,Steinway St,M R,Q
G20,36 St,M R,Q
G21,Queens Plaza,E M R,Q
F09,Court Sq-23 St,E M,Q
G22,Court Sq,G,Q
G24,21 St,G,Q
G26,Greenpoint Av,G,Bk
G28,Nassau Av,G,Bk
G29,Metropolitan Av,G,Bk
G30,Broadway,G,Bk
G31,Flushing Av,G,Bk
G32,Myrtle-Willoughby Avs,G,Bk
G33,Bedford-Nostrand Avs,G,Bk
G34,Classon Av,G,Bk
G35,Clinton-Washington Avs,G,Bk
G36,Fulton St,G,Bk
A42,Hoyt-Schermerhorn Sts,G,Bk
F20,Bergen St,G,Bk
F21,Carroll St,G,Bk
F22,Smith-9 Sts,G,Bk
F23,4 Av-9 St,G,Bk
F24,7 Av,G,Bk
F25,15 St-Prospect Park,G,Bk
F26,Fort Hamilton Pkwy,G,Bk
F27,Church Av,G,Bk
101,Van Cortlandt Park-242 St,1,Bx
103,238 St,1,Bx
104,231 St,1,Bx
106,Marble Hill-225 St,1,M
107,215 St,1,M
108,207 St,1,M
109,Dyckman St,1,M
110,191 St,1,M
111,181 St,1,M
112,168 St-Washington Hts,1,M
113,157 St,1,M
114,145 St,1,M
115,137 St-City College,1,M
116,125 St,1,M
117,116 St-Columbia University,1,M
118,Cathedral Pkwy (110 St),1,M
119,103 St,1,M
301,Harlem-148 St,3,M
224,135 St,2 3,M
225,125 St,2 3,M
226,116 St,2 3,M
227,Central Park North (110 St),2 3,M
120,96 St,1 2 3,M
121,86 St,1,M
122,79 St,1,M
123,72 St,1 2 3,M
124,66 St-Lincoln Center,1,M
125,59 St-Columbus Circle,1,M
126,50 St,1,M
127,Times Sq-42 St,1 2 3,M
128,34 St-Penn Station,1 2 3,M
129,28 St,1,M
130,23 St,1,M
131,18 St,1,M
132,14 St,1 2 3,M
133,Christopher St-Sheridan Sq,1,M
134,Houston St,1,M
135,Canal St,1,M
136,Franklin St,1,M
137,Chambers St,1 2 3,M
138,WTC Cortlandt,1,M
139,Rector St,1,M
142,South Ferry,1,M
228,Park Place,2 3,M
229,Fulton St,2 3,M
230,Wall St,2 3,M
231,Clark St,2 3,Bk
232,Borough Hall,2 3,Bk
233,Hoyt St,2 3,Bk
423,Borough Hall,4 5,Bk
234,Nevins St,2 3 4 5,Bk
235,Atlantic Av-Barclays Ctr,2 3 4 5,Bk
236,Bergen St,2 3,Bk
237,Grand Army Plaza,2 3,Bk
238,Eastern Pkwy-Brooklyn Museum,2 3,Bk
239,Franklin Av-Medgar Evers College,2 3 4 5,Bk
248,Nostrand Av,3,Bk
249,Kingston Av,3,Bk
250,Crown Hts-Utica Av,3 4,Bk
251,Sutter Av-Rutland Rd,3,Bk
252,Saratoga Av,3,Bk
253,Rockaway Av,3,Bk
254,Junius St,3,Bk
255,Pennsylvania Av,3,Bk
256,Van Siclen Av,3,Bk
257,New Lots Av,3,Bk
241,President St-Medgar Evers College,2 5,Bk
242,Sterling St,2 5,Bk
243,Winthrop St,2 5,Bk
244,Church Av,2 5,Bk
245,Beverly Rd,2 5,Bk
246,Newkirk Av-Little Haiti,2 5,Bk
247,Flatbush Av-Brooklyn College,2 5,Bk
601,Pelham Bay Park,6,Bx
602,Buhre Av,6,Bx
603,Middletown Rd,6,Bx
604,Westchester Sq-E Tremont Av,6,Bx
606,Zerega Av,6,Bx
607,Castle Hill Av,6,Bx
608,Parkchester,6,Bx
609,St Lawrence Av,6,Bx
610,Morrison Av-Soundview,6,Bx
611,Elder Av,6,Bx
612,Whitlock Av,6,Bx
613,Hunts Point Av,6,Bx
614,Longwood Av,6,Bx
615,E 149 St,6,Bx
616,E 143 St-St Mary's St,6,Bx
617,Cypress Av,6,Bx
618,Brook Av,6,Bx
619,3 Av-138 St,6,Bx
401,Woodlawn,4,Bx
402,Mosholu Pkwy,4,Bx
405,Bedford Park Blvd-Lehman College,4,Bx
406,Kingsbridge Rd,4,Bx
407,Fordham Rd,4,Bx
408,183 St,4,Bx
409,Burnside Av,4,Bx
410,176 St,4,Bx
411,Mt Eden Av,4,Bx
412,170 St,4,Bx
413,167 St,4,Bx
414,161 St-Yankee Stadium,4,Bx
415,149 St-Grand Concourse,4,Bx
416,138 St-Grand Concourse,4,Bx
621,125 St,4 5 6,M
622,116 St,6,M
623,110 St,6,M
624,103 St,6,M
625,96 St,6,M
626,86 St,4 5 6,M
627,77 St,6,M
628,68 St-Hunter College,6,M
629,59 St,4 5 6,M
630,51 St,6,M
631,Grand Central-42 St,4 5 6,M
632,33 St,6,M
633,28 St,6,M
634,23 St,6,M
635,14 St-Union Sq,4 5 6,M
636,Astor Pl,6,M
637,Bleecker St,6,M
638,Spring St,6,M
639,Canal St,6,M
640,Brooklyn Bridge-City Hall,4 5 6,M
418,Fulton St,4 5,M
419,Wall St,4 5,M
420,Bowling Green,4 5,M
201,Wakefield-241 St,2,Bx
501,Eastchester-Dyre Av,5,Bx
502,Baychester Av,5,Bx
503,Gun Hill Rd,5,Bx
504,Pelham Pkwy,5,Bx
505,Morris Park,5,Bx
204,Nereid Av,2 5,Bx
205,233 St,2 5,Bx
206,225 St,2 5,Bx
207,219 St,2 5,Bx
208,Gun Hill Rd,2 5,Bx
209,Burke Av,2 5,Bx
210,Allerton Av,2 5,Bx
211,Pelham Pkwy,2 5,Bx
212,Bronx Park East,2 5,Bx
213,E 180 St,2 5,Bx
214,West Farms Sq-E Tremont Av,2 5,Bx
215,174 St,2 5,Bx
216,Freeman St,2 5,Bx
217,Simpson St,2 5,Bx
218,Intervale Av,2 5,Bx
219,Prospect Av,2 5,Bx
220,Jackson Av,2 5,Bx
221,3 Av-149 St,2 5,Bx
222,149 St-Grand Concourse,2 5,Bx
416,138 St-Grand Concourse,5,Bx
701,Flushing-Main St,7,Q
702,Mets-Willets Point,7,Q
705,111 St,7,Q
706,103 St-Corona Plaza,7,Q
707,Junction Blvd,7,Q
708,90 St-Elmhurst Av,7,Q
709,82 St-Jackson Hts,7,Q
710,74 St-Broadway,7,Q
711,69 St,7,Q
712,61 St-Woodside,7,Q
713,52 St,7,Q
714,46 St-Bliss St,7,Q
715,40 St-Lowery St,7,Q
716,33 St-Rawson St,7,Q
718,Queensboro Plaza,7,Q
R09,Queensboro Plaza,N W,Q
719,Court Sq,7,Q
720,Hunters Point Av,7,Q
721,Vernon Blvd-Jackson Av,7,Q
723,Grand Central-42 St,7,M
724,5 Av,7,M
725,Times Sq-42 St,7,M
902,Times Sq-42 St,S,M
901,Grand Central-42 St,S,M
726,34 St-Hudson Yards,7,M
S31,St George,SIR,SI
S30,Tompkinsville,SIR,SI
S29,Stapleton,SIR,SI
S28,Clifton,SIR,SI
S27,Grasmere,SIR,SI
S26,Old Town,SIR,SI
S25,Dongan Hills,SIR,SI
S24,Jefferson Av,SIR,SI
S23,Grant City,SIR,SI
S22,New Dorp,SIR,SI
S21,Oakwood Heights,SIR,SI
S20,Bay Terrace,SIR,SI
S19,Great Kills,SIR,SI
S18,Eltingville,SIR,SI
S17,Annadale,SIR,SI
S16,Huguenot,SIR,SI
S15,Prince's Bay,SIR,SI
S14,Pleasant Plains,SIR,SI
S13,Richmond Valley,SIR,SI
S09,Tottenville,SIR,SI
S11,Arthur Kill,SIR,SI
